<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
EURJPY,20010227,00:00:00,106.0200,105.7400,106.8700,106.7100
EURJPY,20010228,00:00:00,106.7100,106.4400,108.5300,108.3500
EURJPY,20010301,00:00:00,108.3400,108.1000,109.4300,109.2300
EURJPY,20010302,00:00:00,109.2300,109.0700,111.6900,111.2800
EURJPY,20010305,00:00:00,111.5500,110.3300,111.7200,110.4400
EURJPY,20010306,00:00:00,110.4300,109.5400,111.1000,110.8500
EURJPY,20010307,00:00:00,110.8500,110.7100,112.2700,111.3200
EURJPY,20010308,00:00:00,111.3200,110.7900,111.9900,111.6400
EURJPY,20010309,00:00:00,111.6400,111.0500,111.9500,111.4300
EURJPY,20010312,00:00:00,111.4200,111.2300,112.5400,112.0100
EURJPY,20010313,00:00:00,112.0100,109.4400,112.0800,109.5200
EURJPY,20010314,00:00:00,109.5300,108.3900,110.8000,110.2600
EURJPY,20010315,00:00:00,110.2600,109.1200,110.7400,109.6400
EURJPY,20010316,00:00:00,109.6400,109.4300,110.3600,110.1300
EURJPY,20010319,00:00:00,110.2900,109.5100,110.7000,110.4900
EURJPY,20010320,00:00:00,110.4900,110.3300,111.3700,111.3000
EURJPY,20010321,00:00:00,111.2900,110.3500,112.3600,110.6200
EURJPY,20010322,00:00:00,110.6200,109.5500,110.9700,109.9000
EURJPY,20010323,00:00:00,109.9000,108.9700,110.2700,109.2200
EURJPY,20010326,00:00:00,109.2700,109.2700,110.4000,109.9000
EURJPY,20010327,00:00:00,109.9100,108.6900,110.5800,109.1500
EURJPY,20010328,00:00:00,109.1500,107.4100,109.3100,108.3700
EURJPY,20010329,00:00:00,108.3700,108.2900,109.5700,109.2900
EURJPY,20010330,00:00:00,109.2800,108.8100,111.1300,110.6200
EURJPY,20010402,00:00:00,110.4900,110.1500,111.9500,111.3600
EURJPY,20010403,00:00:00,111.3700,110.9500,112.7600,112.6200
EURJPY,20010404,00:00:00,112.6200,112.5600,113.6900,112.9400
EURJPY,20010405,00:00:00,112.9300,111.0600,113.5700,111.2500
EURJPY,20010406,00:00:00,111.2500,111.0700,112.9800,111.8700
EURJPY,20010409,00:00:00,112.1000,112.0400,113.2900,112.2000
EURJPY,20010410,00:00:00,112.2000,110.2800,112.4000,110.6600
EURJPY,20010411,00:00:00,110.6600,109.6300,110.9600,110.8000
EURJPY,20010412,00:00:00,110.8000,108.8700,110.9600,110.3700
EURJPY,20010413,00:00:00,110.3700,110.3700,110.3700,110.3700
EURJPY,20010416,00:00:00,110.3800,110.0700,111.0000,110.5100
EURJPY,20010417,00:00:00,110.5100,108.4000,110.7900,108.9300
EURJPY,20010418,00:00:00,108.9400,106.6600,109.0400,107.8900
EURJPY,20010419,00:00:00,107.8900,107.3700,108.9300,108.6900
EURJPY,20010420,00:00:00,108.6900,108.6400,110.8800,110.5300
EURJPY,20010423,00:00:00,109.8800,108.5700,111.0700,108.7100
EURJPY,20010424,00:00:00,108.7100,108.6900,110.0600,109.3500
EURJPY,20010425,00:00:00,109.3500,108.8900,109.9600,109.6300
EURJPY,20010426,00:00:00,109.6300,109.3400,111.3500,111.2900
EURJPY,20010427,00:00:00,111.2900,110.2100,112.1100,110.4800
EURJPY,20010430,00:00:00,110.5700,109.2800,110.6900,109.9100
EURJPY,20010501,00:00:00,109.9100,108.6500,109.9400,109.0800
EURJPY,20010502,00:00:00,109.0700,108.1600,109.2600,108.5600
EURJPY,20010503,00:00:00,108.5600,107.6100,109.0900,107.9400
EURJPY,20010504,00:00:00,107.9400,107.6700,108.9500,108.3700
EURJPY,20010507,00:00:00,108.2700,107.7600,108.6800,107.8300
EURJPY,20010508,00:00:00,107.8300,107.0900,108.3700,107.3400
EURJPY,20010509,00:00:00,107.3400,107.1400,108.4200,108.3700
